"EQUIPO","TEAM","Jornada","pos_part","PosesionesTEAM","OER","DER","NET","eFG","ORB","AST","TOV","PPP","PTS","T1A","T1I","T1P","T2A","T2I","T2P","T3A","T3I","T3P","FC","FR","ASIS","PER","REC","MAT","OREB","DREB","TREB","Resultat","Rival","Rival_idR","TEAM_id"
7,"ALTER ENERSUN AL-QÁZERES EXTREMADURA","J12",74.52,74,34.89,49.65,-14.76,29.84,11.9,9.75,8.72,63.38,52,15,16,93.75,11,38,28.95,5,24,20.83,18,23,8,13,10,0,5,16,21,"L","AZULMARINO MALLORCA PALMA",981213,981208
7,"ALTER ENERSUN AL-QÁZERES EXTREMADURA","J13",70.28,65.5,40.55,37.71,2.85,38.1,27.27,12.46,8.54,71,57,9,12,75,18,43,41.86,4,20,20,14,18,10,12,8,0,12,23,35,"W","RECOLETAS ZAMORA",979919,981208
7,"ALTER ENERSUN AL-QÁZERES EXTREMADURA","J14",80.42,79,35.44,31.71,3.73,35.09,20.45,12.05,13.68,62.42,57,17,28,60.71,11,35,31.43,6,22,27.27,14,22,11,22,10,0,9,32,41,"W","MCR LIMA-HORTA BARCELONA",981206,981208
7,"ALTER ENERSUN AL-QÁZERES EXTREMADURA","J15",74.6,74,38.2,46.25,-8.04,28.07,14.29,8.43,8.04,68.61,57,25,32,78.12,10,35,28.57,4,22,18.18,19,25,7,12,6,0,6,31,37,"L","MELILLA CIUDAD DEL DEPORTE LA SALLE",979770,981208
8,"DOMUSA TEKNIK ISB","J1",76.48,74.6,52.96,43.8,9.15,48.63,33.33,22.9,8.5,88.31,81,10,13,76.92,28,51,54.9,5,22,22.73,19,17,21,13,15,0,14,20,34,"W","C.B. SANTFELIUENC",981242,979912
8,"DOMUSA TEKNIK ISB","J2",70.12,71.2,47.78,39.22,8.56,40.77,25.58,19.97,7.13,78.71,67,14,23,60.87,16,40,40,7,25,28,24,21,17,10,8,0,11,27,38,"W","BOSONIT UNIBASKET",981356,979912
8,"DOMUSA TEKNIK ISB","J3",74.6,71.9,34.18,39.54,-5.36,30.16,23.26,8.24,9.38,60.06,51,13,18,72.22,16,45,35.56,2,18,11.11,19,20,7,14,12,0,10,27,37,"L","UNICAJA MIJAS",981334,979912
8,"DOMUSA TEKNIK ISB","J4",78.36,77,45.3,50.41,-5.1,37.84,29.17,13.79,7.02,75.34,71,15,21,71.43,16,41,39.02,8,33,24.24,25,24,13,11,12,1,14,21,35,"L","CAJASOL BALONCESTO SEVILLA FEMENINO",981306,979912
8,"DOMUSA TEKNIK ISB","J5",74.2,68,39.76,59.3,-19.54,45.61,17.65,5.21,10.11,76.78,59,7,11,63.64,14,43,32.56,8,14,57.14,24,20,4,15,6,0,6,18,24,"L","AZULMARINO MALLORCA PALMA",981213,979912
8,"DOMUSA TEKNIK ISB","J6",73.94,71.8,31.78,35.84,-4.06,33.05,25.71,5.96,13.52,56.06,47,8,11,72.73,18,42,42.86,1,17,5.88,19,17,5,20,6,0,9,28,37,"L","RECOLETAS ZAMORA",979919,979912
8,"DOMUSA TEKNIK ISB","J7",74.78,73.7,50.15,44.13,6.02,52.5,26.92,19.11,12.04,89.58,75,12,13,92.31,27,50,54,3,10,30,17,15,16,18,7,0,7,28,35,"W","ALTER ENERSUN AL-QÁZERES EXTREMADURA",981208,979912
8,"DOMUSA TEKNIK ISB","J8",74.52,75.8,41.6,50.32,-8.72,37.1,18.6,10.34,9.39,71.26,62,16,25,64,17,47,36.17,4,15,26.67,14,23,9,14,14,0,8,19,27,"L","MELILLA CIUDAD DEL DEPORTE LA SALLE",979770,979912
8,"DOMUSA TEKNIK ISB","J9",71.78,70.2,39.7,28.56,11.15,41.94,22.86,14.8,11.15,70.3,57,5,7,71.43,20,45,44.44,4,17,23.53,16,9,12,16,14,0,8,34,42,"W","SERNOVA RENOVABLES REAL CANOE",981288,979912
8,"DOMUSA TEKNIK ISB","J10",78.44,73.5,33.78,44.62,-10.84,33.06,21.74,11.55,8.92,61.23,53,12,24,50,16,49,32.65,3,13,23.08,24,22,10,14,11,0,10,26,36,"L","FUSTECMA NBF CASTELLÓ",979988,979912
8,"DOMUSA TEKNIK ISB","J11",70.74,67.9,36.75,42.41,-5.65,32.03,26.53,7.17,7.07,62.14,52,11,22,50,16,44,36.36,3,20,15,19,18,6,10,6,0,13,30,43,"L","OSES CONSTRUCCION",979971,979912
8,"DOMUSA TEKNIK ISB","J12",74.08,76.3,38.47,49.95,-11.47,34.38,31.58,9.84,13.5,62.31,57,13,17,76.47,16,43,37.21,4,21,19.05,21,16,9,20,4,0,12,22,34,"L","CELTA  FEMXA ZORKA",981492,979912
8,"DOMUSA TEKNIK ISB","J13",75.02,73.3,59.98,55.99,4,58.96,38.71,22.63,8.66,101.86,90,11,19,57.89,26,47,55.32,9,20,45,20,19,20,13,9,0,12,23,35,"W","LA LAGUNA TOYOTA  ADAREVA",979952,979912
8,"DOMUSA TEKNIK ISB","J14",80.98,77.5,55.57,43.84,11.73,52.54,20,18.45,6.79,103.78,90,28,38,73.68,22,39,56.41,6,20,30,15,25,16,11,17,0,6,27,33,"W","LA CORDÁ DE PATERNA NB",981346,979912
8,"DOMUSA TEKNIK ISB","J15",79.12,78.3,44.24,35.39,8.85,47.73,13.51,19.65,10.74,80.91,70,7,8,87.5,21,43,48.84,7,23,30.43,18,16,17,17,11,0,5,20,25,"W","MCR LIMA-HORTA BARCELONA",981206,979912
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J1",68.88,64.6,45.73,55.17,-9.44,43.55,32.43,17.66,8.71,79.47,63,9,12,75,21,41,51.22,4,21,19.05,14,16,14,12,6,0,12,21,33,"L","ALTER ENERSUN AL-QÁZERES EXTREMADURA",981208,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J2",76.8,75.6,48.83,44.27,4.56,50,10.34,23.23,8.46,91.69,75,15,20,75,15,34,44.12,10,26,38.46,20,20,19,13,3,1,3,34,37,"W","MELILLA CIUDAD DEL DEPORTE LA SALLE",979770,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J3",68.6,68,40.82,39.36,1.46,38.1,25,16.08,9.48,69.27,56,8,11,72.73,15,39,38.46,6,24,25,15,13,13,13,4,0,10,23,33,"W","SERNOVA RENOVABLES REAL CANOE",981288,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J4",71.84,71.3,41.06,32.71,8.35,36.84,23.53,17.01,9.05,71.67,59,17,28,60.71,12,38,31.58,6,19,31.58,16,29,14,13,7,0,8,30,38,"W","FUSTECMA NBF CASTELLÓ",979988,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J5",68.5,66.5,48.91,50.36,-1.46,55.77,22.22,14.61,13.14,89,67,9,12,75,20,38,52.63,6,14,42.86,17,14,11,18,6,0,6,25,31,"L","OSES CONSTRUCCION",979971,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J6",64.02,61.6,32.02,47.64,-15.62,34.91,28.57,13.48,14.84,55.26,41,4,5,80,8,26,30.77,7,27,25.93,13,15,10,19,7,0,10,20,30,"L","CELTA  FEMXA ZORKA",981492,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J7",71.98,71.4,48.62,50.71,-2.08,50,20,22.4,11.81,87.11,70,15,19,78.95,17,34,50,7,21,33.33,18,20,18,17,8,0,6,23,29,"L","MCR LIMA-HORTA BARCELONA",981206,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J8",69.08,73.2,50.66,55.01,-4.34,48.36,8.11,18.92,9.41,88.29,70,11,12,91.67,16,36,44.44,9,25,36,20,22,15,13,8,0,3,18,21,"L","LA CORDÁ DE PATERNA NB",981346,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J9",75.02,75.5,55.99,59.98,-4,54.17,25,18.67,10.66,98.04,84,19,22,86.36,16,33,48.48,11,27,40.74,20,20,16,16,6,0,7,21,28,"L","DOMUSA TEKNIK ISB",979912,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J10",74.22,75.9,51.87,35.03,16.84,50.82,20,22.34,11.45,90.55,77,15,16,93.75,22,43,51.16,6,18,33.33,11,17,19,17,4,0,6,39,45,"W","C.B. SANTFELIUENC",981242,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J11",72.62,70.4,39.93,44.75,-4.82,39.62,16.22,20.16,12.39,73.08,58,16,19,84.21,9,22,40.91,8,31,25.81,24,21,16,18,7,0,6,24,30,"L","BOSONIT UNIBASKET",981356,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J12",68.66,67.2,48.06,48.79,-0.73,42.62,32.35,12.34,9.47,81.44,66,14,16,87.5,17,39,43.59,6,22,27.27,19,21,10,13,5,0,11,24,35,"L","UNICAJA MIJAS",981334,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J13",73.52,74.7,59.17,52.37,6.8,59.48,22.73,21.74,10.88,105.07,87,18,20,90,18,37,48.65,11,21,52.38,18,24,18,16,5,0,5,27,32,"W","CAJASOL BALONCESTO SEVILLA FEMENINO",981306,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J14",73.02,70.5,36.98,38.35,-1.37,33.05,11.9,12.74,8.22,68.81,54,15,17,88.24,9,34,26.47,7,25,28,22,18,10,12,8,0,5,30,35,"L","AZULMARINO MALLORCA PALMA",981213,979952
9,"VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE","J15",77.8,76.3,46.27,42.42,3.86,50,19.23,15.39,12.85,85.23,72,15,17,88.24,18,38,47.37,7,19,36.84,20,24,13,20,5,0,5,27,32,"W","RECOLETAS ZAMORA",979919,979952
10,"BOSONIT UNIBASKET","J1",73.7,72.5,48.85,42.74,6.11,46.21,24.39,26.91,8.14,84.23,72,11,17,64.71,23,48,47.92,5,18,27.78,21,21,23,12,10,0,10,29,39,"W","LA CORDÁ DE PATERNA NB",981346,981356
10,"BOSONIT UNIBASKET","J2",70.12,69.2,39.22,47.78,-8.56,33.87,31.11,8.13,9.98,63.86,55,13,23,56.52,15,41,36.59,4,21,19.05,21,23,7,14,6,0,14,29,43,"L","DOMUSA TEKNIK ISB",979912,981356
10,"BOSONIT UNIBASKET","J3",70.02,72.1,39.99,45.7,-5.71,30.65,22.22,9.4,9.28,65.79,56,18,23,78.26,10,38,26.32,6,24,25,18,22,8,13,5,0,10,31,41,"L","C.B. SANTFELIUENC",981242,981356
10,"BOSONIT UNIBASKET","J4",67.42,65.6,47.46,33.37,14.09,47.27,26.47,6.46,10.38,82.73,64,12,19,63.16,11,29,37.93,10,26,38.46,20,18,5,14,9,0,9,24,33,"W","MCR LIMA-HORTA BARCELONA",981206,981356
10,"BOSONIT UNIBASKET","J5",66.54,66.2,57.86,36.82,21.04,51.67,15.15,16.23,4.51,104.17,77,15,18,83.33,13,35,37.14,12,25,48,18,21,12,6,9,0,5,23,28,"W","UNICAJA MIJAS",981334,981356
10,"BOSONIT UNIBASKET","J6",73.51,79.4,48.29,44.89,3.4,33.33,23.91,9.6,5.44,75.76,71,25,38,65.79,14,46,30.43,6,23,26.09,19,26,9,8,13,1,11,27,38,"W","CAJASOL BALONCESTO SEVILLA FEMENINO",981306,981356
10,"BOSONIT UNIBASKET","J7",66.58,67.4,37.55,72.84,-35.3,33.08,22.92,13.55,7.51,61.61,50,7,14,50,14,44,31.82,5,21,23.81,24,19,11,10,8,1,11,15,26,"L","AZULMARINO MALLORCA PALMA",981213,981356
10,"BOSONIT UNIBASKET","J8",75.62,73.4,40.33,42.32,-1.98,39.71,27.91,13.56,8.6,68.94,61,7,17,41.18,18,44,40.91,6,24,25,25,22,12,13,9,0,12,21,33,"L","RECOLETAS ZAMORA",979919,981356
10,"BOSONIT UNIBASKET","J9",67.6,67,36.98,46.6,-9.62,33.85,22.22,17.54,7.4,62.63,50,6,11,54.55,13,40,32.5,6,25,24,21,15,14,10,7,0,10,25,35,"L","ALTER ENERSUN AL-QÁZERES EXTREMADURA",981208,981356
10,"BOSONIT UNIBASKET","J10",75.2,70,43.22,45.21,-1.99,50.96,12.9,15.6,11.3,84.5,65,12,18,66.67,13,28,46.43,9,24,37.5,21,21,12,17,5,0,4,28,32,"L","MELILLA CIUDAD DEL DEPORTE LA SALLE",979770,981356
10,"BOSONIT UNIBASKET","J11",72.32,70.7,44.94,38.72,6.22,36.62,36.36,22.32,8.3,72.54,65,13,15,86.67,14,46,30.43,8,25,32,14,11,20,12,8,0,16,27,43,"W","SERNOVA RENOVABLES REAL CANOE",981288,981356
10,"BOSONIT UNIBASKET","J12",70.6,70,39.66,55.95,-16.29,45.61,36.36,11.77,17,65.91,56,4,9,44.44,20,42,47.62,4,15,26.67,16,15,10,24,3,0,12,23,35,"L","FUSTECMA NBF CASTELLÓ",979988,981356
10,"BOSONIT UNIBASKET","J13",74.8,73.3,46.12,48.8,-2.67,44.62,29.27,14.71,10.03,78.09,69,11,19,57.89,20,42,47.62,6,23,26.09,23,17,13,15,9,0,12,25,37,"L","OSES CONSTRUCCION",979971,981356
10,"BOSONIT UNIBASKET","J14",75.02,71.8,40.66,51.32,-10.66,52.94,10.71,24.41,14.66,78.37,61,7,11,63.64,9,24,37.5,12,27,44.44,23,14,19,22,10,0,3,22,25,"L","CELTA  FEMXA ZORKA",981492,981356
10,"BOSONIT UNIBASKET","J15",72.62,71.9,44.75,39.93,4.82,37.9,27.91,16.11,8.95,74.82,65,18,27,66.67,13,36,36.11,7,26,26.92,21,24,14,13,11,0,12,28,40,"W","LA LAGUNA TOYOTA  ADAREVA",979952,981356
11,"FUSTECMA NBF CASTELLÓ","J1",69.64,70,40.21,48.82,-8.62,36.11,44.68,3.19,12.92,59.6,56,4,9,44.44,17,39,43.59,6,33,18.18,22,20,3,18,8,0,21,22,43,"L","RECOLETAS ZAMORA",979919,979988
11,"FUSTECMA NBF CASTELLÓ","J2",74.84,74.2,44.76,48.1,-3.34,46.61,26.32,13.76,12.69,76.8,67,12,21,57.14,17,32,53.12,7,27,25.93,24,17,12,19,7,1,10,26,36,"L","ALTER ENERSUN AL-QÁZERES EXTREMADURA",981208,979988
11,"FUSTECMA NBF CASTELLÓ","J3",71.12,72.5,30.93,44.99,-14.06,31.97,10.81,12.58,10.55,55.33,44,5,8,62.5,9,37,24.32,7,24,29.17,19,14,10,15,13,0,4,21,25,"L","MELILLA CIUDAD DEL DEPORTE LA SALLE",979770,979988
11,"FUSTECMA NBF CASTELLÓ","J4",75.32,73,36.51,37.84,-1.33,32.14,36.96,13.97,10.62,59.11,55,10,16,62.5,15,42,35.71,5,28,17.86,17,17,13,16,12,0,17,24,41,"L","SERNOVA RENOVABLES REAL CANOE",981288,979988
11,"FUSTECMA NBF CASTELLÓ","J5",73.96,68,36.51,43.94,-7.44,34.91,21.95,6.26,10.14,67.6,54,17,27,62.96,14,36,38.89,3,17,17.65,18,20,5,15,18,0,9,13,22,"L","MCR LIMA-HORTA BARCELONA",981206,979988
11,"FUSTECMA NBF CASTELLÓ","J6",67.04,66.3,45.5,46.99,-1.49,40.62,30.95,19.5,8.2,74.35,61,9,16,56.25,14,37,37.84,8,27,29.63,18,18,16,11,7,0,13,14,27,"L","OSES CONSTRUCCION",979971,979988
11,"FUSTECMA NBF CASTELLÓ","J7",67.02,63.6,33.57,45.51,-11.94,35.09,30.56,12.94,11.19,58.23,45,5,12,41.67,14,33,42.42,4,24,16.67,20,17,10,15,5,0,11,23,34,"L","CELTA  FEMXA ZORKA",981492,979988
11,"FUSTECMA NBF CASTELLÓ","J8",71.84,74.3,32.71,41.06,-8.35,32.76,17.95,11.85,12.53,55.71,47,9,19,47.37,13,39,33.33,4,19,21.05,30,15,10,18,8,0,7,27,34,"L","LA LAGUNA TOYOTA  ADAREVA",979952,979988
11,"FUSTECMA NBF CASTELLÓ","J9",76.88,75,46.83,34.47,12.36,48.41,35,20.63,12.36,78.16,72,11,23,47.83,23,45,51.11,5,18,27.78,27,23,19,19,12,0,14,25,39,"W","LA CORDÁ DE PATERNA NB",981346,979988
11,"FUSTECMA NBF CASTELLÓ","J10",78.44,76.1,44.62,33.78,10.84,45,29.27,19.71,12.11,76.65,70,16,28,57.14,12,30,40,10,30,33.33,22,24,18,19,9,0,12,32,44,"W","DOMUSA TEKNIK ISB",979912,979988
11,"FUSTECMA NBF CASTELLÓ","J11",85.24,83.3,43.99,35.19,8.8,42.74,25,17.94,11.73,79.15,75,22,29,75.86,25,49,51.02,1,13,7.69,16,24,17,20,13,0,8,33,41,"W","C.B. SANTFELIUENC",981242,979988
11,"FUSTECMA NBF CASTELLÓ","J12",70.6,68.4,55.95,39.66,16.29,50,38.1,18.34,8.5,90.55,79,13,21,61.9,18,43,41.86,10,23,43.48,15,16,16,12,16,0,16,20,36,"W","BOSONIT UNIBASKET",981356,979988
11,"FUSTECMA NBF CASTELLÓ","J13",75.96,71.7,45.42,50.68,-5.27,49.12,30,7.17,11.19,82.46,69,13,22,59.09,22,43,51.16,4,14,28.57,20,21,6,17,10,0,9,17,26,"L","UNICAJA MIJAS",981334,979988
11,"FUSTECMA NBF CASTELLÓ","J14",73.96,73,35.83,32.45,3.38,30.33,22,19.52,8.11,60.86,53,16,32,50,14,42,33.33,3,19,15.79,19,28,17,12,16,0,11,20,31,"W","CAJASOL BALONCESTO SEVILLA FEMENINO",981306,979988
11,"FUSTECMA NBF CASTELLÓ","J15",76.82,75.8,35.15,50.77,-15.62,35.71,26.83,13.35,12.37,60.05,54,9,18,50,18,46,39.13,3,17,17.65,18,17,12,19,10,0,11,23,34,"L","AZULMARINO MALLORCA PALMA",981213,979988
12,"LA CORDÁ DE PATERNA NB","J1",73.7,70,42.74,48.85,-6.11,43.33,26.19,16.68,10.85,75.07,63,11,18,61.11,11,27,40.74,10,33,30.3,21,21,14,16,9,0,11,26,37,"L","BOSONIT UNIBASKET",981356,981346
12,"LA CORDÁ DE PATERNA NB","J2",75.16,78,51.22,61.87,-10.64,46.03,28.57,17.54,9.98,84.43,77,19,30,63.33,23,41,56.1,4,22,18.18,21,24,16,15,4,0,10,18,28,"L","UNICAJA MIJAS",981334,981346
12,"LA CORDÁ DE PATERNA NB","J3",75.04,73.5,57.3,45.98,11.33,55.65,32.35,15.99,9.99,98.22,86,17,24,70.83,21,37,56.76,9,25,36,27,27,14,15,8,0,11,28,39,"W","CAJASOL BALONCESTO SEVILLA FEMENINO",981306,981346
12,"LA CORDÁ DE PATERNA NB","J4",76,70.2,30.26,57.89,-27.63,33.05,34.09,11.34,15.13,52.18,46,7,14,50,6,31,19.35,9,28,32.14,27,19,10,23,8,0,15,17,32,"L","AZULMARINO MALLORCA PALMA",981213,981346
12,"LA CORDÁ DE PATERNA NB","J5",80.46,78.6,37.91,49.09,-11.19,46.43,15.15,13.82,16.16,70.24,61,9,11,81.82,14,31,45.16,8,25,32,26,16,12,26,5,0,5,31,36,"L","RECOLETAS ZAMORA",979919,981346
12,"LA CORDÁ DE PATERNA NB","J6",72.6,72.4,47.52,51.65,-4.13,47.62,26.47,10.66,11.71,81.75,69,9,10,90,18,41,43.9,8,22,36.36,22,16,9,17,12,0,9,22,31,"L","ALTER ENERSUN AL-QÁZERES EXTREMADURA",981208,981346
12,"LA CORDÁ DE PATERNA NB","J7",69.6,67.9,43.1,57.47,-14.37,43.33,32.43,19.34,12.21,72.53,60,8,13,61.54,11,29,37.93,10,31,32.26,19,18,16,17,6,1,12,25,37,"L","MELILLA CIUDAD DEL DEPORTE LA SALLE",979770,981346
12,"LA CORDÁ DE PATERNA NB","J8",69.06,70.1,53.58,37.65,15.93,49.19,28.12,19.5,9.41,90.2,74,13,16,81.25,20,36,55.56,7,26,26.92,26,18,16,13,5,0,9,35,44,"W","SERNOVA RENOVABLES REAL CANOE",981288,981346
12,"LA CORDÁ DE PATERNA NB","J9",76.88,73.6,34.47,46.83,-12.36,26.79,31.82,6.62,13.66,58.47,53,23,31,74.19,9,27,33.33,4,29,13.79,24,27,6,21,12,0,14,21,35,"L","FUSTECMA NBF CASTELLÓ",979988,981346
12,"LA CORDÁ DE PATERNA NB","J10",73.22,67.9,33.46,42.34,-8.88,33.33,34.04,10.38,12.29,56.5,49,7,13,53.85,12,36,33.33,6,27,22.22,18,14,9,18,12,0,16,27,43,"L","OSES CONSTRUCCION",979971,981346
12,"LA CORDÁ DE PATERNA NB","J11",68.58,66.8,43.74,51.04,-7.29,42.5,28.21,16.13,10.21,74.44,60,9,15,60,12,33,36.36,9,27,33.33,23,14,13,14,9,0,11,21,32,"L","CELTA  FEMXA ZORKA",981492,981346
12,"LA CORDÁ DE PATERNA NB","J12",69.08,75,55.01,50.66,4.34,49.25,33.33,12.07,13.03,83.37,76,10,14,71.43,24,46,52.17,6,21,28.57,22,20,11,18,7,0,13,32,45,"W","LA LAGUNA TOYOTA  ADAREVA",979952,981346
12,"LA CORDÁ DE PATERNA NB","J13",76.02,78.5,40.78,36.83,3.95,36.62,33.33,12.27,11.84,63.39,62,10,20,50,14,39,35.9,8,32,25,21,17,12,18,12,2,16,29,45,"W","MCR LIMA-HORTA BARCELONA",981206,981346
12,"LA CORDÁ DE PATERNA NB","J14",80.98,79.9,43.84,55.57,-11.73,40.15,35.71,14.25,14.2,72.27,71,18,21,85.71,10,31,32.26,11,35,31.43,26,13,14,23,6,0,15,22,37,"L","DOMUSA TEKNIK ISB",979912,981346
12,"LA CORDÁ DE PATERNA NB","J15",74.46,72.6,49.02,42.3,6.72,52.42,20,20.58,9.4,88.38,73,8,15,53.33,16,34,47.06,11,28,39.29,24,16,17,14,5,0,7,30,37,"W","C.B. SANTFELIUENC",981242,981346
13,"MCR LIMA-HORTA BARCELONA","J1",79.28,74.6,35.32,39.1,-3.78,35.21,28.57,17.44,9.46,61.06,56,6,13,46.15,16,46,34.78,6,25,24,15,18,16,15,9,0,14,28,42,"L","MELILLA CIUDAD DEL DEPORTE LA SALLE",979770,981206
13,"MCR LIMA-HORTA BARCELONA","J2",68.82,65.9,45.77,41.41,4.36,38.14,39.53,15.18,9.44,73.56,63,18,31,58.06,15,39,38.46,5,20,25,24,22,13,13,10,0,17,23,40,"W","C.B. SANTFELIUENC",981242,981206
13,"MCR LIMA-HORTA BARCELONA","J3",71.52,64.1,48.24,44.74,3.5,55.45,35.48,23.14,9.79,88.69,69,8,20,40,23,38,60.53,5,17,29.41,19,17,18,14,7,0,11,27,38,"W","SERNOVA RENOVABLES REAL CANOE",981288,981206
13,"MCR LIMA-HORTA BARCELONA","J4",67.42,65.7,33.37,47.46,-14.09,30.77,22.58,2.65,11.87,59.62,45,13,17,76.47,10,27,37.04,4,25,16,18,20,2,16,7,0,7,21,28,"L","BOSONIT UNIBASKET",981356,981206
13,"MCR LIMA-HORTA BARCELONA","J5",73.96,72,43.94,36.51,7.44,52.88,36,15.47,16.9,77.34,65,10,16,62.5,20,40,50,5,12,41.67,20,18,13,25,6,1,9,31,40,"W","FUSTECMA NBF CASTELLÓ",979988,981206
13,"MCR LIMA-HORTA BARCELONA","J6",77.56,74.7,30.3,58.02,-27.72,39.62,14.71,10.86,16.12,56.74,47,5,11,45.45,18,41,43.9,2,12,16.67,14,17,9,25,8,0,5,22,27,"L","UNICAJA MIJAS",981334,981206
13,"MCR LIMA-HORTA BARCELONA","J7",71.04,70,39.41,65.46,-26.04,37.69,25,13.42,9.15,68.33,56,7,9,77.78,14,37,37.84,7,28,25,20,15,11,13,3,0,9,19,28,"L","OSES CONSTRUCCION",979971,981206
13,"MCR LIMA-HORTA BARCELONA","J8",77.5,74.5,53.55,49.68,3.87,56.67,32.35,19.2,11.61,93.72,83,15,24,62.5,16,31,51.61,12,29,41.38,24,26,17,18,10,0,11,25,36,"W","CAJASOL BALONCESTO SEVILLA FEMENINO",981306,981206
13,"MCR LIMA-HORTA BARCELONA","J9",81.82,78.3,42.78,51.94,-9.17,45.45,31.71,14.8,13.44,74,70,10,15,66.67,15,34,44.12,10,32,31.25,17,18,14,22,11,0,13,22,35,"L","CELTA  FEMXA ZORKA",981492,981206
13,"MCR LIMA-HORTA BARCELONA","J10",77.18,74.3,44.7,64.78,-20.08,46.09,25.71,20.84,9.07,79.9,69,10,19,52.63,22,45,48.89,5,19,26.32,21,20,18,14,9,0,9,16,25,"L","AZULMARINO MALLORCA PALMA",981213,981206
13,"MCR LIMA-HORTA BARCELONA","J11",71.98,72.6,50.71,48.62,2.08,54.31,28.57,21.53,13.2,87.32,73,10,15,66.67,15,33,45.45,11,25,44,20,18,18,19,7,0,8,22,30,"W","LA LAGUNA TOYOTA  ADAREVA",979952,981206
13,"MCR LIMA-HORTA BARCELONA","J12",77.1,70.8,35.67,53.18,-17.51,39.36,19.35,7.52,12.97,68.96,55,18,29,62.07,11,27,40.74,5,20,25,22,22,6,20,8,0,6,19,25,"L","RECOLETAS ZAMORA",979919,981206
13,"MCR LIMA-HORTA BARCELONA","J13",76.02,70.3,36.83,40.78,-3.95,36.44,25.64,18.02,9.87,67.28,56,13,21,61.9,14,43,32.56,5,16,31.25,17,20,15,15,9,0,10,27,37,"L","LA CORDÁ DE PATERNA NB",981346,981206
13,"MCR LIMA-HORTA BARCELONA","J14",80.42,79.2,31.71,35.44,-3.73,35.38,17.95,15.64,13.06,56.97,51,5,8,62.5,17,40,42.5,4,25,16,23,14,14,21,10,0,7,34,41,"L","ALTER ENERSUN AL-QÁZERES EXTREMADURA",981208,981206
13,"MCR LIMA-HORTA BARCELONA","J15",79.12,74.6,35.39,44.24,-8.85,36.72,37.5,6.69,12.64,62.42,56,9,13,69.23,19,40,47.5,3,24,12.5,16,18,6,20,9,0,12,32,44,"L","DOMUSA TEKNIK ISB",979912,981206
14,"SERNOVA RENOVABLES REAL CANOE","J1",74.22,69.6,44.46,50.53,-6.06,50.98,14.29,19.61,12.13,86.3,66,14,17,82.35,17,26,65.38,6,25,24,14,20,15,18,4,0,4,24,28,"L","ALTER ENERSUN AL-QÁZERES EXTREMADURA",981208,981288
14,"SERNOVA RENOVABLES REAL CANOE","J2",73.58,73.7,42.13,49.61,-7.47,39.52,28.21,14.81,11.55,70.62,62,13,20,65,14,36,38.89,7,26,26.92,18,22,13,17,9,1,11,25,36,"L","MELILLA CIUDAD DEL DEPORTE LA SALLE",979770,981288
14,"SERNOVA RENOVABLES REAL CANOE","J3",71.52,70.3,44.74,48.24,-3.5,43.55,21.05,16,6.99,78.78,64,10,21,47.62,21,45,46.67,4,17,23.53,17,19,13,10,10,0,8,18,26,"L","MCR LIMA-HORTA BARCELONA",981206,981288
14,"SERNOVA RENOVABLES REAL CANOE","J4",75.32,70.7,37.84,36.51,1.33,50,18.18,12.56,15.93,71.61,57,8,15,53.33,14,36,38.89,7,13,53.85,17,17,10,24,7,0,6,26,32,"W","FUSTECMA NBF CASTELLÓ",979988,981288
14,"SERNOVA RENOVABLES REAL CANOE","J5",69.32,66,41.83,48.33,-6.49,44.12,29.63,18.23,12.26,75.52,58,13,20,65,12,29,41.38,7,22,31.82,16,20,14,17,2,0,8,25,33,"L","OSES CONSTRUCCION",979971,981288
14,"SERNOVA RENOVABLES REAL CANOE","J6",80.48,77.1,39.14,51.57,-12.43,50.98,16.67,14.06,16.15,73.81,63,11,19,57.89,14,31,45.16,8,20,40,14,17,12,26,9,0,5,23,28,"L","CELTA  FEMXA ZORKA",981492,981288
14,"SERNOVA RENOVABLES REAL CANOE","J7",68.6,63.7,39.36,40.82,-1.46,35.34,28.95,0,8.02,69.8,54,13,19,68.42,19,44,43.18,1,14,7.14,13,15,0,11,4,0,11,28,39,"L","LA LAGUNA TOYOTA  ADAREVA",979952,981288
